stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,platform_code
stop_306_71619,634-01,"Piaski Nowe","01",50.015482,19.971574,,,0,,,,
stop_306_71629,634-02,"Piaski Nowe","02",50.015447,19.971604,,,0,,,,
stop_307_71819,583-01,"Witosa","01",50.012338,19.956857,,,0,,,,
stop_307_71829,583-02,"Witosa","02",50.012424,19.95579,,,0,,,,
stop_310_74719,562-01,"Borek Fałęcki","01",50.013101,19.927021,,,0,,,,
stop_311_82319,345-01,"Oleandry","01",50.059787,19.921194,,,0,,,,
stop_311_82329,345-02,"Oleandry","02",50.05985,19.920531,,,0,,,,
stop_313_86719,117-01,"Bieńczycka","01",50.075661,20.02044,,,0,,,,
stop_313_86729,117-02,"Bieńczycka","02",50.0757,20.02058,,,0,,,,
stop_314_92219,553-01,"Łagiewniki","01",50.030477,19.936964,,,0,,,,
stop_314_92229,553-02,"Łagiewniki","02",50.030486,19.937053,,,0,,,,
stop_314_92249,553-04,"Łagiewniki","04",50.029498,19.935946,,,0,,,,
stop_314_92259,553-05,"Łagiewniki","05",50.029682,19.935452,,,0,,,,
stop_316_94619,294-01,"Klimeckiego","01",50.048976,19.967573,,,0,,,,
stop_316_94629,294-02,"Klimeckiego","02",50.049016,19.967621,,,0,,,,
stop_318_96019,453-01,"Park Jordana","01",50.06029,19.918105,,,0,,,,
stop_318_96029,453-02,"Park Jordana","02",50.060224,19.917799,,,0,,,,
stop_320_105119,889-01,"Fort Mogiła","01",50.066659,20.070794,,,0,,,,
stop_320_105129,889-02,"Fort Mogiła","02",50.066394,20.071325,,,0,,,,
stop_321_115419,619-01,"Zabłocie","01",50.0497,19.965148,,,0,,,,
stop_321_115429,619-02,"Zabłocie","02",50.049951,19.964216,,,0,,,,
stop_322_117319,901-01,"Dworzec Główny Tunel","01",50.068199,19.947649,,,0,,,,
stop_322_117329,901-02,"Dworzec Główny Tunel","02",50.068258,19.947641,,,0,,,,
stop_323_126219,678-01,"Rzebika","01",50.040429,19.992646,,,0,,,,
stop_323_126229,678-02,"Rzebika","02",50.040546,19.990871,,,0,,,,
